iata_code,name,continent,iso_country,municipality
SHL,Shillong Airport,AS,IN,Shillong
BBI,Biju Patnaik Airport,AS,IN,Bhubaneswar
CCU,Netaji Subhash Chandra Bose International Airport,AS,IN,Kolkata
COH,Cooch Behar Airport,AS,IN,
DBD,Dhanbad Airport,AS,IN,
RDP,Kazi Nazrul Islam Airport,AS,IN,Durgapur
DEP,Daporijo Airport,AS,IN,Daporijo
GOP,Gorakhpur Airport,AS,IN,Gorakhpur
GAU,Lokpriya Gopinath Bordoloi International Airport,AS,IN,Guwahati
GAY,Gaya Airport,AS,IN,
IMF,Imphal Airport,AS,IN,Imphal
JRG,Jharsuguda Airport,AS,IN,
PYB,Jeypore Airport,AS,IN,Jeypore
IXW,Sonari Airport,AS,IN,Jamshedpur
JRH,Jorhat Airport,AS,IN,Jorhat
IXQ,Kamalpur Airport,AS,IN,
IXH,Kailashahar Airport,AS,IN,
IXS,Silchar Airport,AS,IN,Silchar
IXN,Khowai Airport,AS,IN,Khowai
AJL,Lengpui Airport,AS,IN,Aizawl
IXI,North Lakhimpur Airport,AS,IN,Lilabari
LDA,Malda Airport,AS,IN,Malda
DIB,Dibrugarh Airport,AS,IN,Dibrugarh
DMU,Dimapur Airport,AS,IN,Dimapur
MZU,Muzaffarpur Airport,AS,IN,
IXT,Pasighat Airport,AS,IN,Pasighat
PAT,Lok Nayak Jayaprakash Airport,AS,IN,Patna
IXR,Birsa Munda Airport,AS,IN,Ranchi
RRK,Rourkela Airport,AS,IN,
RUP,Rupsi India Airport,AS,IN,
TEZ,Tezpur Airport,AS,IN,
VTZ,Vishakhapatnam Airport,AS,IN,Visakhapatnam
ZER,Ziro Airport,AS,IN,Ziro
BZL,Barisal Airport,AS,BD,Barisal
CXB,Cox's Bazar Airport,AS,BD,Cox's Bazar
CLA,Comilla Airport,AS,BD,Comilla
CGP,Shah Amanat International Airport,AS,BD,Chittagong
IRD,Ishurdi Airport,AS,BD,Ishurdi
JSR,Jessore Airport,AS,BD,Jashahor
LLJ,Lalmonirhat Airport,AS,BD,Lalmonirhat
RJH,Shah Mokhdum Airport,AS,BD,Rajshahi
SPD,Saidpur Airport,AS,BD,Saidpur
TKR,Thakurgaon Airport,AS,BD,Thakurgaon
ZHM,Shamshernagar Airport,AS,BD,Shamshernagar
ZYL,Osmany International Airport,AS,BD,Sylhet
DAC,Hazrat Shahjalal International Airport,AS,BD,Dhaka
HKG,Hong Kong International Airport,AS,HK,Hong Kong
HKG,Hong Kong International Airport Kai Tak,AS,HK,Hong Kong
HHP,Shun Tak Heliport,AS,HK,Hong Kong
SPB,Charlotte Amalie Harbor Seaplane Base,NA,VI,Charlotte Amalie St Thomas
SSB,Christiansted Harbor Seaplane Base,NA,VI,Christiansted St Croix
AGR,Agra Airport,AS,IN,
IXD,Allahabad Airport,AS,IN,Allahabad
ATQ,Sri Guru Ram Dass Jee International Airport,AS,IN,Amritsar
AIP,Adampur Airport,AS,IN,Adampur
VIB,Villa ConstituciÃ³n Airport,NA,MX,Ciudad ConstituciÃ³n
BKB,Nal Airport,AS,IN,Bikaner
VNS,Lal Bahadur Shastri Airport,AS,IN,Varanasi
KUU,Kullu Manali Airport,AS,IN,
BUP,Bhatinda Air Force Station,AS,IN,
BEK,Bareilly Air Force Station,AS,IN,Bareilly
IXC,Chandigarh Airport,AS,IN,Chandigarh
KNU,Kanpur Airport,AS,IN,Kanpur
DED,Dehradun Airport,AS,IN,Dehradun
DEL,Indira Gandhi International Airport,AS,IN,New Delhi
VIF,Vieste Airport,EU,IT,Vieste
DHM,Kangra Airport,AS,IN,
GWL,Gwalior Airport,AS,IN,Gwalior
HSS,Hissar Airport,AS,IN,
JDH,Jodhpur Airport,AS,IN,Jodhpur
JAI,Jaipur International Airport,AS,IN,Jaipur
JSA,Jaisalmer Airport,AS,IN,
IXJ,Jammu Airport,AS,IN,Jammu
KQH,Kishangarh Airport,AS,IN,Ajmer
KTU,Kota Airport,AS,IN,Kota
LUH,Ludhiana Airport,AS,IN,
IXL,Leh Kushok Bakula Rimpochee Airport,AS,IN,Leh
LKO,Chaudhary Charan Singh International Airport,AS,IN,Lucknow
IXP,Pathankot Airport,AS,IN,Pathankot
PGH,Pantnagar Airport,AS,IN,Pantnagar
SLV,Shimla Airport,AS,IN,
SXR,Sheikh ul Alam Airport,AS,IN,Srinagar
TNI,Satna Airport,AS,IN,
VIV,Vivigani Airfield,OC,PG,Vivigani
VJQ,Gurue Airport,AF,MZ,Gurue
AOU,Attopeu Airport,AS,LA,Attopeu
HOE,Ban Huoeisay Airport,AS,LA,Huay Xai
LPQ,Luang Phabang International Airport,AS,LA,Luang Phabang
LXG,Luang Namtha Airport,AS,LA,Luang Namtha
ODY,Oudomsay Airport,AS,LA,Oudomsay
PKZ,Pakse International Airport,AS,LA,Pakse
ZBY,Sayaboury Airport,AS,LA,Sainyabuli
ZVK,Savannakhet Airport,AS,LA,
NEU,Sam Neua Airport,AS,LA,
VNA,Saravane Airport,AS,LA,Saravane
THK,Thakhek Airport,AS,LA,Thakhek
VTE,Wattay International Airport,AS,LA,Vientiane
XKH,Xieng Khouang Airport,AS,LA,Xieng Khouang
XIE,Xienglom Airport,AS,LA,Xienglom
VMI,Dr Juan Plate Airport,SA,PY,Puerto Vallemi
MFM,Macau International Airport,AS,MO,Macau
VDH,Dong Hoi Airport,AS,VN,Dong Hoi
KON,Kontum Airport,AS,VN,Kontum
BJH,Bajhang Airport,AS,NP,Bajhang
BHP,Bhojpur Airport,AS,NP,Bhojpur
BGL,Baglung Airport,AS,NP,Baglung
BHR,Bharatpur Airport,AS,NP,Bharatpur
BJU,Bajura Airport,AS,NP,Bajura
BIT,Baitadi Airport,AS,NP,Baitadi
BWA,Gautam Buddha Airport,AS,NP,Bhairawa
BDP,Bhadrapur Airport,AS,NP,Bhadrapur
DNP,Tulsipur Airport,AS,NP,Dang
DHI,Dhangarhi Airport,AS,NP,Dhangarhi
DAP,Darchula Airport,AS,NP,Darchula
DOP,Dolpa Airport,AS,NP,Dolpa
SIH,Silgadi Doti Airport,AS,NP,Silgadi Doti
GKH,Palungtar Airport,AS,NP,Gorkha
JIR,Jiri Airport,AS,NP,Jiri
JUM,Jumla Airport,AS,NP,Jumla
JKR,Janakpur Airport,AS,NP,Janakpur
JMO,Jomsom Airport,AS,NP,Jomsom
KTM,Tribhuvan International Airport,AS,NP,Kathmandu
LDN,Lamidanda Airport,AS,NP,Lamidanda
LUA,Lukla Airport,AS,NP,Lukla
LTG,Langtang Airport,AS,NP,Langtang
NGX,Manang Airport,AS,NP,Ngawal
MEY,Meghauli Airport,AS,NP,Meghauli
XMG,Mahendranagar Airport,AS,NP,Mahendranagar
KEP,Nepalgunj Airport,AS,NP,Nepalgunj
PKR,Pokhara Airport,AS,NP,Pokhara
PPL,Phaplu Airport,AS,NP,Phaplu
RJB,Rajbiraj Airport,AS,NP,Rajbiraj
RHP,Ramechhap Airport,AS,NP,Ramechhap
RUK,Rukum Chaurjahari Airport,AS,NP,Rukumkot
RPA,Rolpa Airport,AS,NP,Rolpa
RUM,Rumjatar Airport,AS,NP,Rumjatar
SYH,Syangboche Airport,AS,NP,Namche Bazaar
SIF,Simara Airport,AS,NP,Simara
SKH,Surkhet Airport,AS,NP,Surkhet
FEB,Sanfebagar Airport,AS,NP,Sanfebagar
IMK,Simikot Airport,AS,NP,Simikot
TPJ,Taplejung Airport,AS,NP,Taplejung
TPU,Tikapur Airport,AS,NP,Tikapur
TMI,Tumling Tar Airport,AS,NP,Tumling Tar
BIR,Biratnagar Airport,AS,NP,Biratnagar
LTU,Murod Kond Airport,AS,IN,Latur
TCR,Tuticorin Airport,AS,IN,Thoothukudi
AGX,Agatti Airport,AS,IN,
BEP,Bellary Airport,AS,IN,Bellary
BLR,Kempegowda International Airport,AS,IN,Bangalore
IXX,Bidar Air Force Station,AS,IN,
VGA,Vijayawada Airport,AS,IN,Gannavaram
CJB,Coimbatore International Airport,AS,IN,Coimbatore
COK,Cochin International Airport,AS,IN,Kochi
CCJ,Calicut International Airport,AS,IN,Calicut
CDP,Kadapa Airport,AS,IN,Kadapa
CBD,Car Nicobar Air Force Station,AS,IN,
HYD,Rajiv Gandhi International Airport,AS,IN,Hyderabad
BPM,Begumpet Airport,AS,IN,Hyderabad
CNN,Kannur International Airport,AS,IN,Kannur
IXM,Madurai Airport,AS,IN,Madurai
IXE,Mangalore International Airport,AS,IN,Mangalore
MAA,Chennai International Airport,AS,IN,Chennai
MYQ,Mysore Airport,AS,IN,Mysore
IXZ,Vir Savarkar International Airport,AS,IN,Port Blair
PNY,Pondicherry Airport,AS,IN,Pondicherry
PUT,Sri Sathya Sai Airport,AS,IN,Puttaparthi
RMD,Basanth Nagar Airport,AS,IN,Ramagundam
RJA,Rajahmundry Airport,AS,IN,Rajahmundry
SXV,Salem Airport,AS,IN,Salem
TJV,Tanjore Air Force Base,AS,IN,Thanjavur
TIR,Tirupati Airport,AS,IN,Tirupati
TRZ,Tiruchirapally Civil Airport Airport,AS,IN,Tiruchirappally
TRV,Trivandrum International Airport,AS,IN,Thiruvananthapuram
WGC,Warangal Airport,AS,IN,Warangal
YON,Yongphulla Airport,AS,BT,Tashigang
BUT,Bathpalathang Airport,AS,BT,Jakar
GLU,Gelephu Airport,AS,BT,Gelephu
PBH,Paro Airport,AS,BT,Paro
IFU,Ifuru Airport,AS,MV,Ifuru Island
DRV,Dharavandhoo Airport,AS,MV,Baa Atoll
FVM,Fuvahmulah Airport,AS,MV,Fuvahmulah Island
GAN,Gan International Airport,AS,MV,Gan
HAQ,Hanimaadhoo Airport,AS,MV,Haa Dhaalu Atoll
KDO,Kadhdhoo Airport,AS,MV,Kadhdhoo
MLE,MalÃ© International Airport,AS,MV,MalÃ©
GKK,Kooddoo Airport,AS,MV,Huvadhu Atoll
KDM,Kaadedhdhoo Airport,AS,MV,Huvadhu Atoll
DDD,Dhaalu Atoll Airport,AS,MV,Kudahuvadhoo
VAM,Villa Airport,AS,MV,Maamigili
TMF,Thimarafushi Airport,AS,MV,Thimarafushi
DMK,Don Mueang International Airport,AS,TH,Bangkok
KKM,Sa Pran Nak Airport,AS,TH,
KDT,Kamphaeng Saen Airport,AS,TH,Nakhon Pathom
TDX,Trat Airport,AS,TH,
BKK,Suvarnabhumi Airport,AS,TH,Bangkok
UTP,U-Tapao International Airport,AS,TH,Rayong
CNX,Chiang Mai International Airport,AS,TH,Chiang Mai
HGN,Mae Hong Son Airport,AS,TH,
PYY,Mae Hong Son Airport,AS,TH,Mae Hong Son
LPT,Lampang Airport,AS,TH,
NNT,Nan Airport,AS,TH,
PRH,Phrae Airport,AS,TH,
CEI,Chiang Rai International Airport,AS,TH,Chiang Rai
BAO,Udorn Air Base,AS,TH,Ban Mak Khaen
PHY,Phetchabun Airport,AS,TH,
HHQ,Hua Hin Airport,AS,TH,Hua Hin
TKH,Takhli Airport,AS,TH,
MAQ,Mae Sot Airport,AS,TH,
THS,Sukhothai Airport,AS,TH,
PHS,Phitsanulok Airport,AS,TH,
TKT,Tak Airport,AS,TH,
UTR,Uttaradit Airport,AS,TH,Uttaradit
URT,Surat Thani Airport,AS,TH,Surat Thani
NAW,Narathiwat Airport,AS,TH,
CJM,Chumphon Airport,AS,TH,
NST,Nakhon Si Thammarat Airport,AS,TH,Nakhon Si Thammarat
KBV,Krabi Airport,AS,TH,Krabi
SGZ,Songkhla Airport,AS,TH,
PAN,Pattani Airport,AS,TH,
USM,Samui Airport,AS,TH,Na Thon (Ko Samui Island)
HKT,Phuket International Airport,AS,TH,Phuket
UNN,Ranong Airport,AS,TH,
HDY,Hat Yai International Airport,AS,TH,Hat Yai
TST,Trang Airport,AS,TH,
UTH,Udon Thani Airport,AS,TH,Udon Thani
SNO,Sakon Nakhon Airport,AS,TH,
PXR,Surin Airport,AS,TH,Surin
KKC,Khon Kaen Airport,AS,TH,Khon Kaen
LOE,Loei Airport,AS,TH,
BFV,Buri Ram Airport,AS,TH,
NAK,Nakhon Ratchasima Airport,AS,TH,
UBP,Ubon Ratchathani Airport,AS,TH,Ubon Ratchathani
ROI,Roi Et Airport,AS,TH,
KOP,Nakhon Phanom Airport,AS,TH,
VUU,Mvuu Camp Airport,AF,MW,Liwonde National Park
BMV,Buon Ma Thuot Airport,AS,VN,Buon Ma Thuot
VCL,Chu Lai International Airport,AS,VN,Dung Quat Bay
HPH,Cat Bi International Airport,AS,VN,Haiphong
CAH,CÃ  Mau Airport,AS,VN,Ca Mau City
CXR,Cam Ranh Airport,AS,VN,Nha Trang
VCS,Co Ong Airport,AS,VN,Con Dao
VCA,Can Tho International Airport,AS,VN,Can Tho
DIN,Dien Bien Phu Airport,AS,VN,Dien Bien Phu
DLI,Lien Khuong Airport,AS,VN,Da Lat
DAD,Da Nang International Airport,AS,VN,Da Nang
VVN,Las Malvinas/Echarate Airport,SA,PE,Las Malvinas
HAN,Noi Bai International Airport,AS,VN,Hanoi
SQH,Na-San Airport,AS,VN,Son-La
NHA,Nha Trang Air Base,AS,VN,Nha Trang
HUI,Phu Bai Airport,AS,VN,Hue
UIH,Phu Cat Airport,AS,VN,Quy Nohn
PXU,Pleiku Airport,AS,VN,Pleiku
PQC,Phu Quoc International Airport,AS,VN,Phu Quoc Island
PHA,Phan Rang Airport,AS,VN,Phan Rang
PHH,Phan Thiet Airport,AS,VN,Phan Thiet
VKG,Rach Gia Airport,AS,VN,Rach Gia
TBB,Dong Tac Airport,AS,VN,Tuy Hoa
SGN,Tan Son Nhat International Airport,AS,VN,Ho Chi Minh City
THD,Tho Xuan Airport,AS,VN,Thanh HÃ³a
VDO,VÃ¢n Äá»n International Airport,AS,VN,Ha Long
VII,Vinh Airport,AS,VN,Vinh
VTG,Vung Tau Airport,AS,VN,Vung Tau
VBA,Ann Airport,AS,MM,Aeng
NYU,Bagan Airport,AS,MM,Nyaung U
BMO,Banmaw Airport,AS,MM,Banmaw
VBP,Bokpyinn Airport,AS,MM,Bokpyinn
TVY,Dawei Airport,AS,MM,Dawei
NYT,Naypyidaw Airport,AS,MM,Pyinmana
GAW,Gangaw Airport,AS,MM,Gangaw
GWA,Gwa Airport,AS,MM,Gwa
HEH,Heho Airport,AS,MM,Heho
HOX,Hommalinn Airport,AS,MM,Hommalinn
TIO,Tilin Airport,AS,MM,Tilin
KET,Kengtung Airport,AS,MM,Kengtung
KHM,Kanti Airport,AS,MM,Kanti
KMV,Kalay Airport,AS,MM,Kalemyo
KYP,Kyaukpyu Airport,AS,MM,Kyaukpyu
KAW,Kawthoung Airport,AS,MM,Kawthoung
KYT,Kyauktu Airport,AS,MM,Kyauktu
LIW,Loikaw Airport,AS,MM,Loikaw
LSH,Lashio Airport,AS,MM,Lashio
MDL,Mandalay International Airport,AS,MM,Mandalay
MGZ,Myeik Airport,AS,MM,Mkeik
MYT,Myitkyina Airport,AS,MM,Myitkyina
MNU,Mawlamyine Airport,AS,MM,Mawlamyine
MGU,Manaung Airport,AS,MM,Manaung
MOE,Momeik Airport,AS,MM,
MOG,Mong Hsat Airport,AS,MM,Mong Hsat
MGK,Mong Tong Airport,AS,MM,Mong Tong
MWQ,Magway Airport,AS,MM,Magway
NYW,Monywar Airport,AS,MM,Monywar
NMS,Namsang Airport,AS,MM,Namsang
NMT,Namtu Airport,AS,MM,Namtu
PAA,Hpa-N Airport,AS,MM,Hpa-N
PAU,Pauk Airport,AS,MM,Pauk
BSX,Pathein Airport,AS,MM,Pathein
PPU,Hpapun Airport,AS,MM,Pa Pun
PBU,Putao Airport,AS,MM,Putao
PKK,Pakhokku Airport,AS,MM,Pakhokku
PRU,Pyay Airport,AS,MM,Pye
AKY,Sittwe Airport,AS,MM,Sittwe
SNW,Thandwe Airport,AS,MM,Thandwe
THL,Tachileik Airport,AS,MM,Tachileik
XYE,Ye Airport,AS,MM,Ye
RGN,Yangon International Airport,AS,MM,Yangon
FBS,Friday Harbor Seaplane Base,NA,US,Friday Harbor
RSJ,Rosario Seaplane Base,NA,US,Rosario
LKE,Kenmore Air Harbor Seaplane Base,NA,US,Seattle
RCE,Roche Harbor Airport,NA,US,Roche Harbor
TQQ,Maranggo Airport,AS,ID,Waha-Tomea Island
WSX,Westsound/Wsx Seaplane Base,NA,US,Westsound
UPG,Hasanuddin International Airport,AS,ID,Ujung Pandang-Celebes Island
MJU,Tampa Padang Airport,AS,ID,Mamuju-Celebes Island
WAB,Wabag Airport,OC,PG,Wabag
BIK,Frans Kaisiepo Airport,AS,ID,Biak-Supiori Island
ONI,Moanamani Airport,AS,ID,Moanamani-Papua Island
WET,Wagethe Airport,AS,ID,Wagethe-Papua Island
NBX,Nabire Airport,AS,ID,Nabire-Papua Island
ILA,Illaga Airport,AS,ID,Illaga-Papua Island
KOX,Kokonau Airport,AS,ID,Kokonau-Papua Island
ZRI,Serui Airport,AS,ID,Serui-Japen Island
TIM,Moses Kilangin Airport,AS,ID,Timika-Papua Island
EWI,Enarotali Airport,AS,ID,Enarotali-Papua Island
WAD,Andriamena Airport,AF,MG,Andriamena
AMI,Selaparang Airport,AS,ID,Mataram-Lombok Island
BMU,Muhammad Salahuddin Airport,AS,ID,Bima-Sumbawa Island
DPS,Ngurah Rai (Bali) International Airport,AS,ID,Denpasar-Bali Island
LOP,Lombok International Airport,AS,ID,Mataram
SWQ,Sumbawa Besar Airport,AS,ID,Sumbawa Island
TMC,Tambolaka Airport,AS,ID,Waikabubak-Sumba Island
WGP,Umbu Mehang Kunda Airport,AS,ID,Waingapu-Sumba Island
LLO,Bua Airport,AS,ID,Palopo
YIA,Yogyakarta International Airport,AS,ID,Yogyakarta
ARJ,Arso Airport,AS,ID,Arso-Papua Island
BUI,Bokondini Airport,AS,ID,Bokondini
ZRM,Sarmi Airport,AS,ID,Sarmi-Papua Island
DJJ,Sentani International Airport,AS,ID,Jayapura-Papua Island
LHI,Lereh Airport,AS,ID,Lereh-Papua Island
LII,Mulia Airport,AS,ID,Mulia-Papua Island
OKL,Oksibil Airport,AS,ID,Oksibil-Papua Island
WAR,Waris Airport,AS,ID,Swach
SEH,Senggeh Airport,AS,ID,Senggeh
UBR,Ubrub Airport,AS,ID,Ubrub-Papua Island
WMX,Wamena Airport,AS,ID,Wamena-Papua Island
MDP,Mindiptana Airport,AS,ID,Mindiptana-Papua Island
BXD,Bade Airport,AS,ID,Bade
MKQ,Mopah Airport,AS,ID,Merauke-Papua Island
OKQ,Okaba Airport,AS,ID,Okaba-Papua Island
KEI,Kepi Airport,AS,ID,Kepi-Papua Island
TMH,Tanah Merah Airport,AS,ID,Tanah Merah-Papua Island
TJS,Tanjung Harapan Airport,AS,ID,Tanjung Selor-Borneo Island
DTD,Datadawai Airport,AS,ID,Datadawai-Borneo Island
BEJ,Kalimarau Airport,AS,ID,Tanjung Redeb - Borneo Island
BPN,Sultan Aji Muhamad Sulaiman Airport,AS,ID,Kotamadya Balikpapan
TRK,Juwata Airport,AS,ID,Tarakan Island
TSX,Tanjung Santan Airport,AS,ID,Santan-Borneo Island
BYQ,Bunyu Airport,AS,ID,Bunju Island
GLX,Gamarmalamo Airport,AS,ID,Galela-Celebes Island
PGQ,Buli Airport,AS,ID,Pekaulang
GTO,Jalaluddin Airport,AS,ID,Gorontalo-Celebes Island
NAH,Naha Airport,AS,ID,Tahuna-Sangihe Island
TLI,Sultan Bantilan Airport,AS,ID,Toli Toli-Celebes Island
GEB,Gebe Airport,AS,ID,Gebe Island
KAZ,Kao Airport,AS,ID,Kao-Celebes Island
PLW,Mutiara Airport,AS,ID,Palu-Celebes Island
MDC,Sam Ratulangi Airport,AS,ID,Manado-Celebes Island
MNA,Melangguane Airport,AS,ID,Karakelong Island
PSJ,Kasiguncu Airport,AS,ID,Poso-Celebes Island
OTI,Pitu Airport,AS,ID,Gotalalamo-Morotai Island
TTE,Sultan Babullah Airport,AS,ID,Sango-Ternate Island
LUW,Syukuran Aminuddin Amir Airport,AS,ID,Luwok - Celebes Island
UOL,Buol Airport,AS,ID,Buol-Celebes Island
WAN,Waverney Airport,OC,AU,Waverney
BTW,Batu Licin Airport,AS,ID,Batu Licin-Borneo Island
PKN,Iskandar Airport,AS,ID,Pangkalanbun-Borneo Island
KBU,Gusti Syamsir Alam Airport,AS,ID,Stagen - Laut Island
TJG,Warukin Airport,AS,ID,Tanta-Tabalong-Borneo Island
BDJ,Syamsudin Noor Airport,AS,ID,Banjarmasin-Borneo Island
PKY,Tjilik Riwut Airport,AS,ID,Palangkaraya-Kalimantan Tengah
SMQ,Sampit(Hasan) Airport,AS,ID,Sampit-Borneo Island
AHI,Amahai Airport,AS,ID,Amahai-Seram Island
NDA,Bandanaira Airport,AS,ID,Banda-Naira Island
DOB,Rar Gwamar Airport,AS,ID,Dobo-Warmar Island
MAL,"Mangole Airport, Falabisahaya",AS,ID,Mangole Island
LUV,Karel Sadsuitubun Airport,AS,ID,Langgur
NRE,Namrole Airport,AS,ID,Namrole-Buru Island
LAH,Oesman Sadik Airport,AS,ID,Labuha-Halmahera Island
SXK,Saumlaki/Olilit Airport,AS,ID,Saumlaki-Yamdena Island
BJK,Nangasuri Airport,AS,ID,Maikoor Island
SQN,Emalamo Sanana Airport,AS,ID,Sanana-Seram Island
AMQ,"Pattimura Airport, Ambon",AS,ID,Ambon
NAM,Namlea Airport,AS,ID,Namlea-Buru Island
TAX,Taliabu Island Airport,AS,ID,Tikong-Taliabu Island
WBA,"Wahai,Seram Island",AS,ID,Seram Island
MLG,Abdul Rachman Saleh Airport,AS,ID,Malang-Java Island
CPF,Ngloram Airport,AS,ID,Tjepu-Java Island
JOG,Adisutjipto International Airport,AS,ID,Yogyakarta-Java Island
SOC,Adi Sumarmo Wiryokusumo Airport,AS,ID,Sukarata(Solo)-Java Island
SUB,Juanda International Airport,AS,ID,Surabaya
SRG,Achmad Yani Airport,AS,ID,Semarang-Java Island
SUP,Trunojoyo Airport,AS,ID,Sumenep-Madura Island
KWB,Dewadaru - Kemujan Island,AS,ID,Karimunjawa
NTI,Stenkol Airport,AS,ID,Bintuni
RSK,Abresso Airport,AS,ID,Ransiki-Papua Island
KEQ,Kebar Airport,AS,ID,Kebar-Papua Island
FKQ,Fakfak Airport,AS,ID,Fakfak-Papua Island
INX,Inanwatan Airport,AS,ID,Inanwatan Airport-Papua Island
KNG,Kaimana Airport,AS,ID,Kaimana-Papua Island
RDE,Merdei Airport,AS,ID,Merdei-Papua Island
RJM,Marinda Airport,AS,ID,Waisai
BXB,Babo Airport,AS,ID,Babo-Papua Island
MKW,Rendani Airport,AS,ID,Manokwari-Papua Island
TXM,Teminabuan Airport,AS,ID,Atinjoe-Papua Island
WSR,Wasior Airport,AS,ID,Wasior-Papua Island
BJW,Bajawa Soa Airport,AS,ID,Bajawa
MOF,Maumere(Wai Oti) Airport,AS,ID,Maumere-Flores Island
ENE,Ende (H Hasan Aroeboesman) Airport,AS,ID,Ende-Flores Island
RTG,Frans Sales Lega Airport,AS,ID,Satar Tacik-Flores Island
ARD,Mali Airport,AS,ID,Alor Island
LBJ,Komodo Airport,AS,ID,Labuan Bajo - Flores Island
SAU,Sabu-Tardanu Airport,AS,ID,Sabu-Sawu Island
KOE,El Tari Airport,AS,ID,Kupang-Timor Island
BUW,Betoambari Airport,AS,ID,Bau Bau-Butung Island
WNI,Matahora Airport,AS,ID,Wangi-wangi Island
KSR,Selayar/Aroepala Airport,AS,ID,Benteng
MXB,Andi Jemma Airport,AS,ID,Masamba-Celebes Island
SQR,Soroako Airport,AS,ID,Soroako-Celebes Island
TTR,Pongtiku Airport,AS,ID,Makale
KDI,Wolter Monginsidi Airport,AS,ID,Kendari-Celebes Island
SOQ,Dominique Edward Osok Airport,AS,ID,Sorong-Papua Island
WBB,Stebbins Airport,NA,US,Stebbins
WBC,Wapolu Airport,OC,PG,Wapolu
BTU,Bintulu Airport,AS,MY,Bintulu
BLG,Belaga Airport,AS,MY,Belaga
LSM,Long Semado Airport,AS,MY,Long Semado
LGL,Long Lellang Airport,AS,MY,Long Datih
KCH,Kuching International Airport,AS,MY,Kuching
ODN,Long Seridan Airport,AS,MY,Long Seridan
LMN,Limbang Airport,AS,MY,Limbang
MKM,Mukah Airport,AS,MY,Mukah
LKH,Long Akah Airport,AS,MY,Long Akah
MUR,Marudi Airport,AS,MY,Marudi
BSE,Sematan Airport,AS,MY,Sematan
KPI,Kapit Airport,AS,MY,Kapit
BKM,Bakalalan Airport,AS,MY,Bakalalan
